[Trial 1] Config: {'learning_rate': np.float64(1.2727033806056509e-06), 'weight_decay': np.float64(1.4940782894917619e-05), 'adam_beta1': 0.8773759350973757, 'adam_beta2': 0.9552773115119835, 'warmup_steps': 497, 'train_batch': 9}
[Trial 30] Config: {'learning_rate': np.float64(4.4558327448112974e-06), 'weight_decay': np.float64(1.4180949963582884e-05), 'adam_beta1': 0.8613162490725518, 'adam_beta2': 0.985712429523468, 'warmup_steps': 478, 'train_batch': 16}
[Trial 30] Config: {'learning_rate': np.float64(4.4558327448112974e-06), 'weight_decay': np.float64(1.4180949963582884e-05), 'adam_beta1': 0.8613162490725518, 'adam_beta2': 0.985712429523468, 'warmup_steps': 478, 'train_batch': 16}
[Trial 30] Config: {'learning_rate': np.float64(4.455832133271614e-06), 'weight_decay': np.float64(1.4180949963582884e-05), 'adam_beta1': 0.8613162660598755, 'adam_beta2': 0.985712429523468, 'warmup_steps': 478, 'train_batch': 16}
[Trial 30] Config: {'learning_rate': np.float64(4.455832133271614e-06), 'weight_decay': np.float64(1.4180949963582884e-05), 'adam_beta1': 0.8613162660598755, 'adam_beta2': 0.985712429523468, 'warmup_steps': 478, 'train_batch': 16}
[Trial 31] Config: {'learning_rate': np.float64(3.853708394591227e-06), 'weight_decay': np.float64(2.5750822131854317e-05), 'adam_beta1': 0.9711793249845505, 'adam_beta2': 0.9619967173337937, 'warmup_steps': 237, 'train_batch': 14}
[Trial 31] Config: {'learning_rate': np.float64(3.853708394591227e-06), 'weight_decay': np.float64(2.5750822131854317e-05), 'adam_beta1': 0.9711793249845505, 'adam_beta2': 0.9619967173337937, 'warmup_steps': 237, 'train_batch': 14}
[Trial 31] Config: {'learning_rate': np.float64(3.853706278986577e-06), 'weight_decay': np.float64(2.5750818597688986e-05), 'adam_beta1': 0.9711793589591979, 'adam_beta2': 0.9619967187941074, 'warmup_steps': 237, 'train_batch': 14}
[Trial 31] Config: {'learning_rate': np.float64(3.853706278986577e-06), 'weight_decay': np.float64(2.5750818597688986e-05), 'adam_beta1': 0.9711793589591979, 'adam_beta2': 0.9619967187941074, 'warmup_steps': 237, 'train_batch': 14}
[Trial 32] Config: {'learning_rate': np.float64(4.2229095757828335e-05), 'weight_decay': np.float64(1.0349002193230383e-05), 'adam_beta1': 0.8746900916099548, 'adam_beta2': 0.9761216288208961, 'warmup_steps': 264, 'train_batch': 28}
[Trial 32] Config: {'learning_rate': np.float64(4.2229095757828335e-05), 'weight_decay': np.float64(1.0349002193230383e-05), 'adam_beta1': 0.8746900916099548, 'adam_beta2': 0.9761216288208961, 'warmup_steps': 264, 'train_batch': 28}
[Trial 32] Config: {'learning_rate': np.float64(4.22290725749452e-05), 'weight_decay': np.float64(1.0349002193230383e-05), 'adam_beta1': 0.8746901935338974, 'adam_beta2': 0.9761216317415238, 'warmup_steps': 264, 'train_batch': 28}
[Trial 32] Config: {'learning_rate': np.float64(4.22290725749452e-05), 'weight_decay': np.float64(1.0349002193230383e-05), 'adam_beta1': 0.8746901935338974, 'adam_beta2': 0.9761216317415238, 'warmup_steps': 264, 'train_batch': 28}
[Trial 33] Config: {'learning_rate': np.float64(5.066464452934798e-05), 'weight_decay': np.float64(1.1590383918281574e-05), 'adam_beta1': 0.9095681703090668, 'adam_beta2': 0.9714608022272586, 'warmup_steps': 278, 'train_batch': 13}
[Trial 33] Config: {'learning_rate': np.float64(5.066464452934798e-05), 'weight_decay': np.float64(1.1590383918281574e-05), 'adam_beta1': 0.9095681703090668, 'adam_beta2': 0.9714608022272586, 'warmup_steps': 278, 'train_batch': 13}
[Trial 33] Config: {'learning_rate': np.float64(5.066464452934798e-05), 'weight_decay': np.float64(1.1590383918281574e-05), 'adam_beta1': 0.9095682948827744, 'adam_beta2': 0.9714608022272586, 'warmup_steps': 278, 'train_batch': 13}
[Trial 33] Config: {'learning_rate': np.float64(5.066464452934798e-05), 'weight_decay': np.float64(1.1590383918281574e-05), 'adam_beta1': 0.9095682948827744, 'adam_beta2': 0.9714608022272586, 'warmup_steps': 278, 'train_batch': 13}
[Trial 34] Config: {'learning_rate': np.float64(2.025491180086163e-05), 'weight_decay': np.float64(1.075433467480802e-05), 'adam_beta1': 0.8239909538626671, 'adam_beta2': 0.9964955384731293, 'warmup_steps': 414, 'train_batch': 20}
[Trial 34] Config: {'learning_rate': np.float64(2.025491180086163e-05), 'weight_decay': np.float64(1.075433467480802e-05), 'adam_beta1': 0.8239909538626671, 'adam_beta2': 0.9964955384731293, 'warmup_steps': 414, 'train_batch': 20}
[Trial 34] Config: {'learning_rate': np.float64(2.025492292038726e-05), 'weight_decay': np.float64(1.075433467480802e-05), 'adam_beta1': 0.8239909142255784, 'adam_beta2': 0.9964955384731293, 'warmup_steps': 414, 'train_batch': 20}
[Trial 34] Config: {'learning_rate': np.float64(2.025492292038726e-05), 'weight_decay': np.float64(1.075433467480802e-05), 'adam_beta1': 0.8239909142255784, 'adam_beta2': 0.9964955384731293, 'warmup_steps': 414, 'train_batch': 20}
[Trial 35] Config: {'learning_rate': np.float64(1.27388054642169e-06), 'weight_decay': np.float64(1.3239098640888104e-05), 'adam_beta1': 0.98389244556427, 'adam_beta2': 0.9639131776690483, 'warmup_steps': 384, 'train_batch': 32}
[Trial 35] Config: {'learning_rate': np.float64(1.27388054642169e-06), 'weight_decay': np.float64(1.3239098640888104e-05), 'adam_beta1': 0.98389244556427, 'adam_beta2': 0.9639131776690483, 'warmup_steps': 384, 'train_batch': 32}
[Trial 35] Config: {'learning_rate': np.float64(1.2738807212551403e-06), 'weight_decay': np.float64(1.3239098640888104e-05), 'adam_beta1': 0.983892422914505, 'adam_beta2': 0.9639131762087345, 'warmup_steps': 384, 'train_batch': 32}
[Trial 35] Config: {'learning_rate': np.float64(1.2738807212551403e-06), 'weight_decay': np.float64(1.3239098640888104e-05), 'adam_beta1': 0.983892422914505, 'adam_beta2': 0.9639131762087345, 'warmup_steps': 384, 'train_batch': 32}
[Trial 36] Config: {'learning_rate': np.float64(3.439452907159402e-06), 'weight_decay': np.float64(0.0005661926902834788), 'adam_beta1': 0.8214299449324608, 'adam_beta2': 0.9945306658148766, 'warmup_steps': 395, 'train_batch': 18}
[Trial 36] Config: {'learning_rate': np.float64(3.439452907159402e-06), 'weight_decay': np.float64(0.0005661926902834788), 'adam_beta1': 0.8214299449324608, 'adam_beta2': 0.9945306658148766, 'warmup_steps': 395, 'train_batch': 18}
[Trial 36] Config: {'learning_rate': np.float64(3.439456211489371e-06), 'weight_decay': np.float64(0.0005661928456974669), 'adam_beta1': 0.821429792046547, 'adam_beta2': 0.9945306658148766, 'warmup_steps': 395, 'train_batch': 18}
[Trial 36] Config: {'learning_rate': np.float64(3.439456211489371e-06), 'weight_decay': np.float64(0.0005661928456974669), 'adam_beta1': 0.821429792046547, 'adam_beta2': 0.9945306658148766, 'warmup_steps': 395, 'train_batch': 18}
[Trial 37] Config: {'learning_rate': np.float64(2.4359664619906074e-06), 'weight_decay': np.float64(0.00011874122663884974), 'adam_beta1': 0.8004569137096406, 'adam_beta2': 0.9665558900237083, 'warmup_steps': 76, 'train_batch': 32}
[Trial 37] Config: {'learning_rate': np.float64(2.4359664619906074e-06), 'weight_decay': np.float64(0.00011874122663884974), 'adam_beta1': 0.8004569137096406, 'adam_beta2': 0.9665558900237083, 'warmup_steps': 76, 'train_batch': 32}
[Trial 37] Config: {'learning_rate': np.float64(2.4359688022572682e-06), 'weight_decay': np.float64(0.00011874132441856166), 'adam_beta1': 0.8004569080471993, 'adam_beta2': 0.9665558871030807, 'warmup_steps': 76, 'train_batch': 32}
[Trial 37] Config: {'learning_rate': np.float64(2.4359688022572682e-06), 'weight_decay': np.float64(0.00011874132441856166), 'adam_beta1': 0.8004569080471993, 'adam_beta2': 0.9665558871030807, 'warmup_steps': 76, 'train_batch': 32}
[Trial 38] Config: {'learning_rate': np.float64(5.219066558491757e-06), 'weight_decay': np.float64(0.00011637719915812612), 'adam_beta1': 0.9851021128892898, 'adam_beta2': 0.9951449643373489, 'warmup_steps': 389, 'train_batch': 29}
[Trial 38] Config: {'learning_rate': np.float64(5.219066558491757e-06), 'weight_decay': np.float64(0.00011637719915812612), 'adam_beta1': 0.9851021128892898, 'adam_beta2': 0.9951449643373489, 'warmup_steps': 389, 'train_batch': 29}
[Trial 38] Config: {'learning_rate': np.float64(5.2190737213923825e-06), 'weight_decay': np.float64(0.00011637729499113463), 'adam_beta1': 0.9851020789146423, 'adam_beta2': 0.9951449643373489, 'warmup_steps': 389, 'train_batch': 29}
[Trial 38] Config: {'learning_rate': np.float64(5.2190737213923825e-06), 'weight_decay': np.float64(0.00011637729499113463), 'adam_beta1': 0.9851020789146423, 'adam_beta2': 0.9951449643373489, 'warmup_steps': 389, 'train_batch': 29}
[Trial 39] Config: {'learning_rate': np.float64(1.22733290001501e-06), 'weight_decay': np.float64(1.913206137834815e-05), 'adam_beta1': 0.8391847729682923, 'adam_beta2': 0.965543010532856, 'warmup_steps': 490, 'train_batch': 32}
[Trial 39] Config: {'learning_rate': np.float64(1.22733290001501e-06), 'weight_decay': np.float64(1.913206137834815e-05), 'adam_beta1': 0.8391847729682923, 'adam_beta2': 0.965543010532856, 'warmup_steps': 490, 'train_batch': 32}
[Trial 39] Config: {'learning_rate': np.float64(1.227333068460039e-06), 'weight_decay': np.float64(1.9132071881452233e-05), 'adam_beta1': 0.8391845068335534, 'adam_beta2': 0.9655430090725422, 'warmup_steps': 490, 'train_batch': 32}
[Trial 39] Config: {'learning_rate': np.float64(1.227333068460039e-06), 'weight_decay': np.float64(1.9132071881452233e-05), 'adam_beta1': 0.8391845068335534, 'adam_beta2': 0.9655430090725422, 'warmup_steps': 490, 'train_batch': 32}
[Trial 40] Config: {'learning_rate': np.float64(1.4270436057921346e-06), 'weight_decay': np.float64(1.0692360577402463e-05), 'adam_beta1': 0.8019405752420425, 'adam_beta2': 0.9765999020338059, 'warmup_steps': 54, 'train_batch': 10}
[Trial 40] Config: {'learning_rate': np.float64(1.4270436057921346e-06), 'weight_decay': np.float64(1.0692360577402463e-05), 'adam_beta1': 0.8019405752420425, 'adam_beta2': 0.9765999020338059, 'warmup_steps': 54, 'train_batch': 10}
[Trial 40] Config: {'learning_rate': np.float64(1.427044389209414e-06), 'weight_decay': np.float64(1.0692360577402463e-05), 'adam_beta1': 0.8019405582547188, 'adam_beta2': 0.9765998991131782, 'warmup_steps': 54, 'train_batch': 10}
[Trial 40] Config: {'learning_rate': np.float64(1.427044389209414e-06), 'weight_decay': np.float64(1.0692360577402463e-05), 'adam_beta1': 0.8019405582547188, 'adam_beta2': 0.9765998991131782, 'warmup_steps': 54, 'train_batch': 10}
[Trial 41] Config: {'learning_rate': np.float64(1.072155754012927e-06), 'weight_decay': np.float64(8.34541833258542e-05), 'adam_beta1': 0.9849748438596726, 'adam_beta2': 0.9586016104221343, 'warmup_steps': 52, 'train_batch': 32}
[Trial 41] Config: {'learning_rate': np.float64(1.072155754012927e-06), 'weight_decay': np.float64(8.34541833258542e-05), 'adam_beta1': 0.9849748438596726, 'adam_beta2': 0.9586016104221343, 'warmup_steps': 52, 'train_batch': 32}
[Trial 41] Config: {'learning_rate': np.float64(1.0721559011607034e-06), 'weight_decay': np.float64(8.345427495510384e-05), 'adam_beta1': 0.9849747645854949, 'adam_beta2': 0.9586016075015068, 'warmup_steps': 52, 'train_batch': 32}
[Trial 41] Config: {'learning_rate': np.float64(1.0721559011607034e-06), 'weight_decay': np.float64(8.345427495510384e-05), 'adam_beta1': 0.9849747645854949, 'adam_beta2': 0.9586016075015068, 'warmup_steps': 52, 'train_batch': 32}
[Trial 42] Config: {'learning_rate': np.float64(1.2782411706433496e-05), 'weight_decay': np.float64(0.0005838230630490518), 'adam_beta1': 0.8173451164364816, 'adam_beta2': 0.9626398278474807, 'warmup_steps': 347, 'train_batch': 23}
[Trial 42] Config: {'learning_rate': np.float64(1.2782411706433496e-05), 'weight_decay': np.float64(0.0005838230630490518), 'adam_beta1': 0.8173451164364816, 'adam_beta2': 0.9626398278474807, 'warmup_steps': 347, 'train_batch': 23}
[Trial 42] Config: {'learning_rate': np.float64(1.2782453810161483e-05), 'weight_decay': np.float64(0.0005838235438092096), 'adam_beta1': 0.8173447427153587, 'adam_beta2': 0.9626398205459118, 'warmup_steps': 347, 'train_batch': 23}
[Trial 42] Config: {'learning_rate': np.float64(1.2782453810161483e-05), 'weight_decay': np.float64(0.0005838235438092096), 'adam_beta1': 0.8173447427153587, 'adam_beta2': 0.9626398205459118, 'warmup_steps': 347, 'train_batch': 23}
[Trial 43] Config: {'learning_rate': np.float64(1.7894429317667482e-06), 'weight_decay': np.float64(4.7116996673226264e-05), 'adam_beta1': 0.8134037402272225, 'adam_beta2': 0.9976098688840866, 'warmup_steps': 428, 'train_batch': 28}
[Trial 43] Config: {'learning_rate': np.float64(1.7894429317667482e-06), 'weight_decay': np.float64(4.7116996673226264e-05), 'adam_beta1': 0.8134037402272225, 'adam_beta2': 0.9976098688840866, 'warmup_steps': 428, 'train_batch': 28}
[Trial 43] Config: {'learning_rate': np.float64(1.7894453876852098e-06), 'weight_decay': np.float64(4.711707427202465e-05), 'adam_beta1': 0.8134034514427185, 'adam_beta2': 0.9976098630428314, 'warmup_steps': 428, 'train_batch': 28}
[Trial 43] Config: {'learning_rate': np.float64(1.7894453876852098e-06), 'weight_decay': np.float64(4.711707427202465e-05), 'adam_beta1': 0.8134034514427185, 'adam_beta2': 0.9976098630428314, 'warmup_steps': 428, 'train_batch': 28}
[Trial 44] Config: {'learning_rate': np.float64(6.254698142671361e-06), 'weight_decay': np.float64(0.0005650487573304419), 'adam_beta1': 0.8690267330408097, 'adam_beta2': 0.9768367182016372, 'warmup_steps': 424, 'train_batch': 14}
[Trial 44] Config: {'learning_rate': np.float64(6.254698142671361e-06), 'weight_decay': np.float64(0.0005650487573304419), 'adam_beta1': 0.8690267330408097, 'adam_beta2': 0.9768367182016372, 'warmup_steps': 424, 'train_batch': 14}
[Trial 44] Config: {'learning_rate': np.float64(6.254718744895371e-06), 'weight_decay': np.float64(0.0005650493777306603), 'adam_beta1': 0.8690256232023239, 'adam_beta2': 0.9768367094397544, 'warmup_steps': 424, 'train_batch': 14}
[Trial 44] Config: {'learning_rate': np.float64(6.254718744895371e-06), 'weight_decay': np.float64(0.0005650493777306603), 'adam_beta1': 0.8690256232023239, 'adam_beta2': 0.9768367094397544, 'warmup_steps': 424, 'train_batch': 14}
[Trial 45] Config: {'learning_rate': np.float64(3.7984635524938516e-06), 'weight_decay': np.float64(0.0001562252026621138), 'adam_beta1': 0.9782022923231125, 'adam_beta2': 0.9570426714122295, 'warmup_steps': 121, 'train_batch': 22}
[Trial 45] Config: {'learning_rate': np.float64(3.7984635524938516e-06), 'weight_decay': np.float64(0.0001562252026621138), 'adam_beta1': 0.9782022923231125, 'adam_beta2': 0.9570426714122295, 'warmup_steps': 121, 'train_batch': 22}
[Trial 45] Config: {'learning_rate': np.float64(3.7984760641762986e-06), 'weight_decay': np.float64(0.00015622550283768272), 'adam_beta1': 0.9782020545005798, 'adam_beta2': 0.9570426655709743, 'warmup_steps': 121, 'train_batch': 22}
[Trial 45] Config: {'learning_rate': np.float64(3.7984760641762986e-06), 'weight_decay': np.float64(0.00015622550283768272), 'adam_beta1': 0.9782020545005798, 'adam_beta2': 0.9570426655709743, 'warmup_steps': 121, 'train_batch': 22}
[Trial 46] Config: {'learning_rate': np.float64(2.5781251591522788e-05), 'weight_decay': np.float64(4.8577400283066505e-05), 'adam_beta1': 0.834324943125248, 'adam_beta2': 0.9944416596889496, 'warmup_steps': 415, 'train_batch': 24}
[Trial 46] Config: {'learning_rate': np.float64(2.5781251591522788e-05), 'weight_decay': np.float64(4.8577400283066505e-05), 'adam_beta1': 0.834324943125248, 'adam_beta2': 0.9944416596889496, 'warmup_steps': 415, 'train_batch': 24}
[Trial 46] Config: {'learning_rate': np.float64(2.5781407279034523e-05), 'weight_decay': np.float64(4.85776002932971e-05), 'adam_beta1': 0.8343240088224412, 'adam_beta2': 0.994441642165184, 'warmup_steps': 415, 'train_batch': 24}
[Trial 46] Config: {'learning_rate': np.float64(2.5781407279034523e-05), 'weight_decay': np.float64(4.85776002932971e-05), 'adam_beta1': 0.8343240088224412, 'adam_beta2': 0.994441642165184, 'warmup_steps': 415, 'train_batch': 24}
[Trial 47] Config: {'learning_rate': np.float64(2.1703962484645704e-06), 'weight_decay': np.float64(5.365072980503395e-05), 'adam_beta1': 0.8020005971193314, 'adam_beta2': 0.9508810248374938, 'warmup_steps': 198, 'train_batch': 30}
[Trial 47] Config: {'learning_rate': np.float64(2.1703962484645704e-06), 'weight_decay': np.float64(5.365072980503395e-05), 'adam_beta1': 0.8020005971193314, 'adam_beta2': 0.9508810248374938, 'warmup_steps': 198, 'train_batch': 30}
[Trial 47] Config: {'learning_rate': np.float64(2.1704054826255336e-06), 'weight_decay': np.float64(5.365086970757223e-05), 'adam_beta1': 0.8020005235075951, 'adam_beta2': 0.9508810248374938, 'warmup_steps': 198, 'train_batch': 30}
[Trial 47] Config: {'learning_rate': np.float64(2.1704054826255336e-06), 'weight_decay': np.float64(5.365086970757223e-05), 'adam_beta1': 0.8020005235075951, 'adam_beta2': 0.9508810248374938, 'warmup_steps': 198, 'train_batch': 30}
[Trial 48] Config: {'learning_rate': np.float64(1.2416062458661962e-06), 'weight_decay': np.float64(7.841161351519122e-05), 'adam_beta1': 0.8030156350135804, 'adam_beta2': 0.9846611613035202, 'warmup_steps': 290, 'train_batch': 29}
[Trial 48] Config: {'learning_rate': np.float64(1.2416062458661962e-06), 'weight_decay': np.float64(7.841161351519122e-05), 'adam_beta1': 0.8030156350135804, 'adam_beta2': 0.9846611613035202, 'warmup_steps': 290, 'train_batch': 29}
[Trial 48] Config: {'learning_rate': np.float64(1.2416074386944857e-06), 'weight_decay': np.float64(7.841174265430064e-05), 'adam_beta1': 0.8030155330896378, 'adam_beta2': 0.9846611467003822, 'warmup_steps': 290, 'train_batch': 29}
[Trial 48] Config: {'learning_rate': np.float64(1.2416074386944857e-06), 'weight_decay': np.float64(7.841174265430064e-05), 'adam_beta1': 0.8030155330896378, 'adam_beta2': 0.9846611467003822, 'warmup_steps': 290, 'train_batch': 29}
[Trial 49] Config: {'learning_rate': np.float64(1.2829515791207982e-06), 'weight_decay': np.float64(0.000702369242347669), 'adam_beta1': 0.92847576379776, 'adam_beta2': 0.995030960559845, 'warmup_steps': 348, 'train_batch': 27}
[Trial 49] Config: {'learning_rate': np.float64(1.2829515791207982e-06), 'weight_decay': np.float64(0.000702369242347669), 'adam_beta1': 0.92847576379776, 'adam_beta2': 0.995030960559845, 'warmup_steps': 348, 'train_batch': 27}
[Trial 49] Config: {'learning_rate': np.float64(1.2829533399059077e-06), 'weight_decay': np.float64(0.0007023698207269232), 'adam_beta1': 0.9284742575883865, 'adam_beta2': 0.9950309517979622, 'warmup_steps': 348, 'train_batch': 27}
[Trial 49] Config: {'learning_rate': np.float64(1.2829533399059077e-06), 'weight_decay': np.float64(0.0007023698207269232), 'adam_beta1': 0.9284742575883865, 'adam_beta2': 0.9950309517979622, 'warmup_steps': 348, 'train_batch': 27}
[Trial 50] Config: {'learning_rate': np.float64(6.015209268593441e-05), 'weight_decay': np.float64(0.000378123041422214), 'adam_beta1': 0.8213264071941376, 'adam_beta2': 0.9777988955974579, 'warmup_steps': 423, 'train_batch': 31}
[Trial 50] Config: {'learning_rate': np.float64(6.015209268593441e-05), 'weight_decay': np.float64(0.000378123041422214), 'adam_beta1': 0.8213264071941376, 'adam_beta2': 0.9777988955974579, 'warmup_steps': 423, 'train_batch': 31}
[Trial 50] Config: {'learning_rate': np.float64(6.0152241286196395e-05), 'weight_decay': np.float64(0.0003781237679586312), 'adam_beta1': 0.8213256880640984, 'adam_beta2': 0.9777988722324371, 'warmup_steps': 423, 'train_batch': 31}
[Trial 50] Config: {'learning_rate': np.float64(6.0152241286196395e-05), 'weight_decay': np.float64(0.0003781237679586312), 'adam_beta1': 0.8213256880640984, 'adam_beta2': 0.9777988722324371, 'warmup_steps': 423, 'train_batch': 31}
