[Trial 1] Config: {'learning_rate': np.float64(3.1362095414272514e-05), 'weight_decay': np.float64(0.0008573825043178673), 'adam_beta1': 0.8826897711620908, 'adam_beta2': 0.9889206892444629, 'warmup_steps': 381, 'train_batch': 9}
[Trial 30] Config: {'learning_rate': np.float64(4.870648448208557e-05), 'weight_decay': np.float64(2.677895111275727e-05), 'adam_beta1': 0.8123633798956872, 'adam_beta2': 0.9786586319804191, 'warmup_steps': 111, 'train_batch': 28}
[Trial 30] Config: {'learning_rate': np.float64(4.870648448208557e-05), 'weight_decay': np.float64(2.677895111275727e-05), 'adam_beta1': 0.8123633798956872, 'adam_beta2': 0.9786586319804191, 'warmup_steps': 111, 'train_batch': 28}
[Trial 30] Config: {'learning_rate': np.float64(4.870648448208557e-05), 'weight_decay': np.float64(2.677895111275727e-05), 'adam_beta1': 0.8123633798956872, 'adam_beta2': 0.9786586319804191, 'warmup_steps': 111, 'train_batch': 28}
[Trial 30] Config: {'learning_rate': np.float64(4.870648448208557e-05), 'weight_decay': np.float64(2.677895111275727e-05), 'adam_beta1': 0.8123633798956872, 'adam_beta2': 0.9786586319804191, 'warmup_steps': 111, 'train_batch': 28}
[Trial 31] Config: {'learning_rate': np.float64(9.680483837713218e-05), 'weight_decay': np.float64(0.0006642465122750293), 'adam_beta1': 0.8035334086418152, 'adam_beta2': 0.9761153845191002, 'warmup_steps': 52, 'train_batch': 12}
[Trial 31] Config: {'learning_rate': np.float64(9.680483837713218e-05), 'weight_decay': np.float64(0.0006642465122750293), 'adam_beta1': 0.8035334086418152, 'adam_beta2': 0.9761153845191002, 'warmup_steps': 52, 'train_batch': 12}
[Trial 31] Config: {'learning_rate': np.float64(9.680483837713218e-05), 'weight_decay': np.float64(0.0006642465122750293), 'adam_beta1': 0.8035334086418152, 'adam_beta2': 0.9761153845191002, 'warmup_steps': 52, 'train_batch': 12}
[Trial 31] Config: {'learning_rate': np.float64(9.680483837713218e-05), 'weight_decay': np.float64(0.0006642465122750293), 'adam_beta1': 0.8035334086418152, 'adam_beta2': 0.9761153845191002, 'warmup_steps': 52, 'train_batch': 12}
[Trial 32] Config: {'learning_rate': np.float64(8.64221138167003e-05), 'weight_decay': np.float64(1.0875430369362806e-05), 'adam_beta1': 0.9743565207719803, 'adam_beta2': 0.9516122156381607, 'warmup_steps': 272, 'train_batch': 10}
[Trial 32] Config: {'learning_rate': np.float64(8.64221138167003e-05), 'weight_decay': np.float64(1.0875430369362806e-05), 'adam_beta1': 0.9743565207719803, 'adam_beta2': 0.9516122156381607, 'warmup_steps': 272, 'train_batch': 10}
[Trial 32] Config: {'learning_rate': np.float64(8.64221138167003e-05), 'weight_decay': np.float64(1.0875430369362806e-05), 'adam_beta1': 0.9743565207719803, 'adam_beta2': 0.9516122156381607, 'warmup_steps': 272, 'train_batch': 10}
[Trial 32] Config: {'learning_rate': np.float64(8.64221138167003e-05), 'weight_decay': np.float64(1.0875430369362806e-05), 'adam_beta1': 0.9743565207719803, 'adam_beta2': 0.9516122156381607, 'warmup_steps': 272, 'train_batch': 10}
[Trial 33] Config: {'learning_rate': np.float64(1.3369547021450507e-06), 'weight_decay': np.float64(0.0008077467139130503), 'adam_beta1': 0.8159554910659791, 'adam_beta2': 0.9964250228404998, 'warmup_steps': 213, 'train_batch': 13}
[Trial 33] Config: {'learning_rate': np.float64(1.3369547021450507e-06), 'weight_decay': np.float64(0.0008077467139130503), 'adam_beta1': 0.8159554910659791, 'adam_beta2': 0.9964250228404998, 'warmup_steps': 213, 'train_batch': 13}
[Trial 33] Config: {'learning_rate': np.float64(1.3369547021450507e-06), 'weight_decay': np.float64(0.0008077467139130503), 'adam_beta1': 0.8159554910659791, 'adam_beta2': 0.9964250228404998, 'warmup_steps': 213, 'train_batch': 13}
[Trial 33] Config: {'learning_rate': np.float64(1.3369547021450507e-06), 'weight_decay': np.float64(0.0008077467139130503), 'adam_beta1': 0.8159554910659791, 'adam_beta2': 0.9964250228404998, 'warmup_steps': 213, 'train_batch': 13}
[Trial 34] Config: {'learning_rate': np.float64(4.674733843890555e-06), 'weight_decay': np.float64(0.00018453052618992526), 'adam_beta1': 0.8776386097073555, 'adam_beta2': 0.9507073876857757, 'warmup_steps': 429, 'train_batch': 9}
[Trial 34] Config: {'learning_rate': np.float64(4.674733843890555e-06), 'weight_decay': np.float64(0.00018453052618992526), 'adam_beta1': 0.8776386097073555, 'adam_beta2': 0.9507073876857757, 'warmup_steps': 429, 'train_batch': 9}
[Trial 34] Config: {'learning_rate': np.float64(4.674733843890555e-06), 'weight_decay': np.float64(0.00018453052618992526), 'adam_beta1': 0.8776386097073555, 'adam_beta2': 0.9507073876857757, 'warmup_steps': 429, 'train_batch': 9}
[Trial 34] Config: {'learning_rate': np.float64(4.674733843890555e-06), 'weight_decay': np.float64(0.00018453052618992526), 'adam_beta1': 0.8776386097073555, 'adam_beta2': 0.9507073876857757, 'warmup_steps': 429, 'train_batch': 9}
[Trial 35] Config: {'learning_rate': np.float64(9.610700975783055e-05), 'weight_decay': np.float64(1.779625907936731e-05), 'adam_beta1': 0.8321805936098099, 'adam_beta2': 0.9519582282304764, 'warmup_steps': 343, 'train_batch': 31}
[Trial 35] Config: {'learning_rate': np.float64(9.610700975783055e-05), 'weight_decay': np.float64(1.779625907936731e-05), 'adam_beta1': 0.8321805936098099, 'adam_beta2': 0.9519582282304764, 'warmup_steps': 343, 'train_batch': 31}
[Trial 35] Config: {'learning_rate': np.float64(9.610700975783055e-05), 'weight_decay': np.float64(1.779625907936731e-05), 'adam_beta1': 0.8321805936098099, 'adam_beta2': 0.9519582282304764, 'warmup_steps': 343, 'train_batch': 31}
[Trial 35] Config: {'learning_rate': np.float64(9.610700975783055e-05), 'weight_decay': np.float64(1.779625907936731e-05), 'adam_beta1': 0.8321805936098099, 'adam_beta2': 0.9519582282304764, 'warmup_steps': 343, 'train_batch': 31}
[Trial 36] Config: {'learning_rate': np.float64(2.9959503032862813e-05), 'weight_decay': np.float64(5.929896176287581e-05), 'adam_beta1': 0.8423738485574722, 'adam_beta2': 0.9728428592681885, 'warmup_steps': 94, 'train_batch': 27}
[Trial 36] Config: {'learning_rate': np.float64(2.9959503032862813e-05), 'weight_decay': np.float64(5.929896176287581e-05), 'adam_beta1': 0.8423738485574722, 'adam_beta2': 0.9728428592681885, 'warmup_steps': 94, 'train_batch': 27}
[Trial 36] Config: {'learning_rate': np.float64(2.9959503032862813e-05), 'weight_decay': np.float64(5.929896176287581e-05), 'adam_beta1': 0.8423738485574722, 'adam_beta2': 0.9728428592681885, 'warmup_steps': 94, 'train_batch': 27}
[Trial 36] Config: {'learning_rate': np.float64(2.9959503032862813e-05), 'weight_decay': np.float64(5.929896176287581e-05), 'adam_beta1': 0.8423738485574722, 'adam_beta2': 0.9728428592681885, 'warmup_steps': 94, 'train_batch': 27}
[Trial 37] Config: {'learning_rate': np.float64(1.558159147163611e-05), 'weight_decay': np.float64(2.0977762504850173e-05), 'adam_beta1': 0.8247218334674835, 'adam_beta2': 0.9954896013140678, 'warmup_steps': 391, 'train_batch': 21}
[Trial 37] Config: {'learning_rate': np.float64(1.558159147163611e-05), 'weight_decay': np.float64(2.0977762504850173e-05), 'adam_beta1': 0.8247218334674835, 'adam_beta2': 0.9954896013140678, 'warmup_steps': 391, 'train_batch': 21}
[Trial 37] Config: {'learning_rate': np.float64(1.558159147163611e-05), 'weight_decay': np.float64(2.0977762504850173e-05), 'adam_beta1': 0.8247218334674835, 'adam_beta2': 0.9954896013140678, 'warmup_steps': 391, 'train_batch': 21}
[Trial 37] Config: {'learning_rate': np.float64(1.558159147163611e-05), 'weight_decay': np.float64(2.0977762504850173e-05), 'adam_beta1': 0.8247218334674835, 'adam_beta2': 0.9954896013140678, 'warmup_steps': 391, 'train_batch': 21}
[Trial 38] Config: {'learning_rate': np.float64(3.262502683539247e-06), 'weight_decay': np.float64(0.00032637790531919074), 'adam_beta1': 0.8210226851701736, 'adam_beta2': 0.9881697871685028, 'warmup_steps': 122, 'train_batch': 15}
[Trial 38] Config: {'learning_rate': np.float64(3.262502683539247e-06), 'weight_decay': np.float64(0.00032637790531919074), 'adam_beta1': 0.8210226851701736, 'adam_beta2': 0.9881697871685028, 'warmup_steps': 122, 'train_batch': 15}
[Trial 38] Config: {'learning_rate': np.float64(3.262502683539247e-06), 'weight_decay': np.float64(0.00032637790531919074), 'adam_beta1': 0.8210226851701736, 'adam_beta2': 0.9881697871685028, 'warmup_steps': 122, 'train_batch': 15}
[Trial 38] Config: {'learning_rate': np.float64(3.262502683539247e-06), 'weight_decay': np.float64(0.00032637790531919074), 'adam_beta1': 0.8210226851701736, 'adam_beta2': 0.9881697871685028, 'warmup_steps': 122, 'train_batch': 15}
[Trial 39] Config: {'learning_rate': np.float64(8.978763919896852e-05), 'weight_decay': np.float64(0.00042374377250394463), 'adam_beta1': 0.8294404816627503, 'adam_beta2': 0.9843061356544495, 'warmup_steps': 136, 'train_batch': 8}
[Trial 39] Config: {'learning_rate': np.float64(8.978763919896852e-05), 'weight_decay': np.float64(0.00042374377250394463), 'adam_beta1': 0.8294404816627503, 'adam_beta2': 0.9843061356544495, 'warmup_steps': 136, 'train_batch': 8}
[Trial 39] Config: {'learning_rate': np.float64(8.978763919896852e-05), 'weight_decay': np.float64(0.00042374377250394463), 'adam_beta1': 0.8294404816627503, 'adam_beta2': 0.9843061356544495, 'warmup_steps': 136, 'train_batch': 8}
[Trial 39] Config: {'learning_rate': np.float64(8.978763919896852e-05), 'weight_decay': np.float64(0.00042374377250394463), 'adam_beta1': 0.8294404816627503, 'adam_beta2': 0.9843061356544495, 'warmup_steps': 136, 'train_batch': 8}
[Trial 40] Config: {'learning_rate': np.float64(6.94813362567873e-05), 'weight_decay': np.float64(0.0003736177590412465), 'adam_beta1': 0.910961028933525, 'adam_beta2': 0.9740768390297889, 'warmup_steps': 409, 'train_batch': 11}
[Trial 40] Config: {'learning_rate': np.float64(6.94813362567873e-05), 'weight_decay': np.float64(0.0003736177590412465), 'adam_beta1': 0.910961028933525, 'adam_beta2': 0.9740768390297889, 'warmup_steps': 409, 'train_batch': 11}
[Trial 40] Config: {'learning_rate': np.float64(6.94813362567873e-05), 'weight_decay': np.float64(0.0003736177590412465), 'adam_beta1': 0.910961028933525, 'adam_beta2': 0.9740768390297889, 'warmup_steps': 409, 'train_batch': 11}
[Trial 40] Config: {'learning_rate': np.float64(6.94813362567873e-05), 'weight_decay': np.float64(0.0003736177590412465), 'adam_beta1': 0.910961028933525, 'adam_beta2': 0.9740768390297889, 'warmup_steps': 409, 'train_batch': 11}
[Trial 41] Config: {'learning_rate': np.float64(1.0833224252973293e-06), 'weight_decay': np.float64(2.06078692894911e-05), 'adam_beta1': 0.866446630358696, 'adam_beta2': 0.9523259337842463, 'warmup_steps': 69, 'train_batch': 11}
[Trial 41] Config: {'learning_rate': np.float64(1.0833224252973293e-06), 'weight_decay': np.float64(2.06078692894911e-05), 'adam_beta1': 0.866446630358696, 'adam_beta2': 0.9523259337842463, 'warmup_steps': 69, 'train_batch': 11}
[Trial 41] Config: {'learning_rate': np.float64(1.0833224252973293e-06), 'weight_decay': np.float64(2.06078692894911e-05), 'adam_beta1': 0.866446630358696, 'adam_beta2': 0.9523259337842463, 'warmup_steps': 69, 'train_batch': 11}
[Trial 41] Config: {'learning_rate': np.float64(1.0833224252973293e-06), 'weight_decay': np.float64(2.06078692894911e-05), 'adam_beta1': 0.866446630358696, 'adam_beta2': 0.9523259337842463, 'warmup_steps': 69, 'train_batch': 11}
[Trial 42] Config: {'learning_rate': np.float64(2.4127295068807263e-05), 'weight_decay': np.float64(0.00027222570579071246), 'adam_beta1': 0.9014452624320984, 'adam_beta2': 0.992585904598236, 'warmup_steps': 70, 'train_batch': 8}
[Trial 42] Config: {'learning_rate': np.float64(2.4127295068807263e-05), 'weight_decay': np.float64(0.00027222570579071246), 'adam_beta1': 0.9014452624320984, 'adam_beta2': 0.992585904598236, 'warmup_steps': 70, 'train_batch': 8}
[Trial 42] Config: {'learning_rate': np.float64(2.4127295068807263e-05), 'weight_decay': np.float64(0.00027222570579071246), 'adam_beta1': 0.9014452624320984, 'adam_beta2': 0.992585904598236, 'warmup_steps': 70, 'train_batch': 8}
[Trial 42] Config: {'learning_rate': np.float64(2.4127295068807263e-05), 'weight_decay': np.float64(0.00027222570579071246), 'adam_beta1': 0.9014452624320984, 'adam_beta2': 0.992585904598236, 'warmup_steps': 70, 'train_batch': 8}
[Trial 43] Config: {'learning_rate': np.float64(2.5411113385499937e-06), 'weight_decay': np.float64(6.214894000481524e-05), 'adam_beta1': 0.9266396832466126, 'adam_beta2': 0.9507301057875156, 'warmup_steps': 159, 'train_batch': 8}
[Trial 43] Config: {'learning_rate': np.float64(2.5411113385499937e-06), 'weight_decay': np.float64(6.214894000481524e-05), 'adam_beta1': 0.9266396832466126, 'adam_beta2': 0.9507301057875156, 'warmup_steps': 159, 'train_batch': 8}
[Trial 43] Config: {'learning_rate': np.float64(2.5411113385499937e-06), 'weight_decay': np.float64(6.214894000481524e-05), 'adam_beta1': 0.9266396832466126, 'adam_beta2': 0.9507301057875156, 'warmup_steps': 159, 'train_batch': 8}
[Trial 43] Config: {'learning_rate': np.float64(2.5411113385499937e-06), 'weight_decay': np.float64(6.214894000481524e-05), 'adam_beta1': 0.9266396832466126, 'adam_beta2': 0.9507301057875156, 'warmup_steps': 159, 'train_batch': 8}
[Trial 44] Config: {'learning_rate': np.float64(2.100274770338103e-05), 'weight_decay': np.float64(1.582353701886669e-05), 'adam_beta1': 0.9144061827659608, 'adam_beta2': 0.9780364944934845, 'warmup_steps': 436, 'train_batch': 26}
[Trial 44] Config: {'learning_rate': np.float64(2.100274770338103e-05), 'weight_decay': np.float64(1.582353701886669e-05), 'adam_beta1': 0.9144061827659608, 'adam_beta2': 0.9780364944934845, 'warmup_steps': 436, 'train_batch': 26}
[Trial 44] Config: {'learning_rate': np.float64(2.100274770338103e-05), 'weight_decay': np.float64(1.582353701886669e-05), 'adam_beta1': 0.9144061827659608, 'adam_beta2': 0.9780364944934845, 'warmup_steps': 436, 'train_batch': 26}
[Trial 44] Config: {'learning_rate': np.float64(2.100274770338103e-05), 'weight_decay': np.float64(1.582353701886669e-05), 'adam_beta1': 0.9144061827659608, 'adam_beta2': 0.9780364944934845, 'warmup_steps': 436, 'train_batch': 26}
[Trial 45] Config: {'learning_rate': np.float64(8.855043560724349e-06), 'weight_decay': np.float64(2.0433007681953746e-05), 'adam_beta1': 0.8676832169294357, 'adam_beta2': 0.9904585428237915, 'warmup_steps': 240, 'train_batch': 23}
[Trial 45] Config: {'learning_rate': np.float64(8.855043560724349e-06), 'weight_decay': np.float64(2.0433007681953746e-05), 'adam_beta1': 0.8676832169294357, 'adam_beta2': 0.9904585428237915, 'warmup_steps': 240, 'train_batch': 23}
[Trial 45] Config: {'learning_rate': np.float64(8.855043560724349e-06), 'weight_decay': np.float64(2.0433007681953746e-05), 'adam_beta1': 0.8676832169294357, 'adam_beta2': 0.9904585428237915, 'warmup_steps': 240, 'train_batch': 23}
[Trial 45] Config: {'learning_rate': np.float64(8.855043560724349e-06), 'weight_decay': np.float64(2.0433007681953746e-05), 'adam_beta1': 0.8676832169294357, 'adam_beta2': 0.9904585428237915, 'warmup_steps': 240, 'train_batch': 23}
[Trial 46] Config: {'learning_rate': np.float64(8.704051762990038e-05), 'weight_decay': np.float64(7.853448859773954e-05), 'adam_beta1': 0.9161329782009124, 'adam_beta2': 0.9508277204632759, 'warmup_steps': 107, 'train_batch': 30}
[Trial 46] Config: {'learning_rate': np.float64(8.704051762990038e-05), 'weight_decay': np.float64(7.853448859773954e-05), 'adam_beta1': 0.9161329782009124, 'adam_beta2': 0.9508277204632759, 'warmup_steps': 107, 'train_batch': 30}
[Trial 46] Config: {'learning_rate': np.float64(8.704051762990038e-05), 'weight_decay': np.float64(7.853448859773954e-05), 'adam_beta1': 0.9161329782009124, 'adam_beta2': 0.9508277204632759, 'warmup_steps': 107, 'train_batch': 30}
[Trial 46] Config: {'learning_rate': np.float64(8.704051762990038e-05), 'weight_decay': np.float64(7.853448859773954e-05), 'adam_beta1': 0.9161329782009124, 'adam_beta2': 0.9508277204632759, 'warmup_steps': 107, 'train_batch': 30}
[Trial 47] Config: {'learning_rate': np.float64(7.972287578790284e-05), 'weight_decay': np.float64(1.2696802943812183e-05), 'adam_beta1': 0.9130371177196502, 'adam_beta2': 0.9752912943959235, 'warmup_steps': 234, 'train_batch': 19}
[Trial 47] Config: {'learning_rate': np.float64(7.972287578790284e-05), 'weight_decay': np.float64(1.2696802943812183e-05), 'adam_beta1': 0.9130371177196502, 'adam_beta2': 0.9752912943959235, 'warmup_steps': 234, 'train_batch': 19}
[Trial 47] Config: {'learning_rate': np.float64(7.972287578790284e-05), 'weight_decay': np.float64(1.2696802943812183e-05), 'adam_beta1': 0.9130371177196502, 'adam_beta2': 0.9752912943959235, 'warmup_steps': 234, 'train_batch': 19}
[Trial 47] Config: {'learning_rate': np.float64(7.972287578790284e-05), 'weight_decay': np.float64(1.2696802943812183e-05), 'adam_beta1': 0.9130371177196502, 'adam_beta2': 0.9752912943959235, 'warmup_steps': 234, 'train_batch': 19}
[Trial 48] Config: {'learning_rate': np.float64(7.519632614418513e-05), 'weight_decay': np.float64(2.0656769511550414e-05), 'adam_beta1': 0.9698081874847412, 'adam_beta2': 0.9976150325536728, 'warmup_steps': 56, 'train_batch': 12}
[Trial 48] Config: {'learning_rate': np.float64(7.519632614418513e-05), 'weight_decay': np.float64(2.0656769511550414e-05), 'adam_beta1': 0.9698081874847412, 'adam_beta2': 0.9976150325536728, 'warmup_steps': 56, 'train_batch': 12}
[Trial 48] Config: {'learning_rate': np.float64(7.519632614418513e-05), 'weight_decay': np.float64(2.0656766676517096e-05), 'adam_beta1': 0.9698081874847412, 'adam_beta2': 0.9976150325536728, 'warmup_steps': 56, 'train_batch': 12}
[Trial 48] Config: {'learning_rate': np.float64(7.519632614418513e-05), 'weight_decay': np.float64(2.0656766676517096e-05), 'adam_beta1': 0.9698081874847412, 'adam_beta2': 0.9976150325536728, 'warmup_steps': 56, 'train_batch': 12}
[Trial 49] Config: {'learning_rate': np.float64(4.335046555115835e-05), 'weight_decay': np.float64(0.0008744040108549236), 'adam_beta1': 0.854089479148388, 'adam_beta2': 0.9572248119711876, 'warmup_steps': 407, 'train_batch': 31}
[Trial 49] Config: {'learning_rate': np.float64(4.335046555115835e-05), 'weight_decay': np.float64(0.0008744040108549236), 'adam_beta1': 0.854089479148388, 'adam_beta2': 0.9572248119711876, 'warmup_steps': 407, 'train_batch': 31}
[Trial 49] Config: {'learning_rate': np.float64(4.335045365191093e-05), 'weight_decay': np.float64(0.0008744040108549236), 'adam_beta1': 0.854089479148388, 'adam_beta2': 0.9572248119711876, 'warmup_steps': 407, 'train_batch': 31}
[Trial 49] Config: {'learning_rate': np.float64(4.335045365191093e-05), 'weight_decay': np.float64(0.0008744040108549236), 'adam_beta1': 0.854089479148388, 'adam_beta2': 0.9572248119711876, 'warmup_steps': 407, 'train_batch': 31}
[Trial 50] Config: {'learning_rate': np.float64(5.1376628398632064e-05), 'weight_decay': np.float64(1.3079425007740455e-05), 'adam_beta1': 0.9261380815505982, 'adam_beta2': 0.9965571987628937, 'warmup_steps': 62, 'train_batch': 21}
[Trial 50] Config: {'learning_rate': np.float64(5.1376628398632064e-05), 'weight_decay': np.float64(1.3079425007740455e-05), 'adam_beta1': 0.9261380815505982, 'adam_beta2': 0.9965571987628937, 'warmup_steps': 62, 'train_batch': 21}
[Trial 50] Config: {'learning_rate': np.float64(5.1376628398632064e-05), 'weight_decay': np.float64(1.3079423212657945e-05), 'adam_beta1': 0.9261380815505982, 'adam_beta2': 0.9965571987628937, 'warmup_steps': 62, 'train_batch': 21}
[Trial 50] Config: {'learning_rate': np.float64(5.1376628398632064e-05), 'weight_decay': np.float64(1.3079423212657945e-05), 'adam_beta1': 0.9261380815505982, 'adam_beta2': 0.9965571987628937, 'warmup_steps': 62, 'train_batch': 21}
